price,carat,table,depth,y,z,cut,color,clarity,x
3192,0.91,59.0,63.8,5.96,3.82,6,5,5,5.99
1428,0.52,56.0,61.7,5.19,3.19,2,4,5,5.15
2229,0.74,53.0,62.0,5.84,3.62,2,6,6,5.83
2045,0.52,61.0,61.9,5.13,3.17,3,4,2,5.11
723,0.33,57.0,62.6,4.42,2.75,2,2,5,4.37
2905,0.71,58.0,62.1,5.71,3.53,3,4,5,5.65
421,0.32,55.0,63.8,4.35,2.77,6,3,7,4.34
7222,1.24,54.0,62.6,6.84,4.29,2,5,4,6.88
645,0.32,57.0,61.1,4.44,2.7,2,3,5,4.4
4571,1.06,58.0,61.5,6.54,4.04,1,4,7,6.6
5642,1.06,60.0,58.5,6.7,3.95,1,2,6,6.81
4939,1.0,62.0,61.4,6.32,3.89,1,3,6,6.36
696,0.37,61.0,59.2,4.69,2.76,3,3,5,4.63
3618,0.91,56.0,62.6,6.13,3.85,1,3,6,6.18
1110,0.53,55.0,63.2,5.18,3.27,3,3,7,5.17
4858,0.79,55.0,61.5,5.95,3.67,2,3,2,5.98
705,0.4,55.0,62.1,4.77,2.95,2,5,6,4.73
12798,1.5,56.0,60.9,7.37,4.48,3,4,3,7.34
487,0.28,58.0,58.3,4.35,2.53,6,3,4,4.33
707,0.31,57.0,62.7,4.33,2.71,2,4,3,4.31
17604,1.64,56.0,61.8,7.6,4.69,2,4,3,7.59
1845,0.5,56.0,62.8,5.04,3.18,2,1,5,5.08
16291,2.0,60.0,63.6,8.03,5.08,6,6,5,7.95
9330,1.7,59.0,61.3,7.59,4.68,1,6,5,7.69
3989,0.96,60.0,60.0,6.43,3.87,1,1,7,6.47
4277,1.04,58.0,62.9,6.43,4.06,1,4,7,6.47
8749,1.55,59.0,62.6,7.35,4.62,1,7,4,7.4
6595,1.06,57.0,63.4,6.45,4.1,3,4,4,6.48
3394,1.01,64.0,58.4,6.48,3.79,6,6,6,6.51
901,0.31,55.0,61.1,4.43,2.7,2,3,1,4.41
5174,1.2,60.0,63.2,6.54,4.17,3,1,7,6.65
1068,0.42,58.0,62.0,4.82,2.98,1,5,2,4.79
2346,0.5,57.0,62.2,5.05,3.15,2,2,3,5.08
1570,0.91,62.0,67.0,5.89,3.98,5,3,8,5.97
15707,2.01,61.0,62.4,7.99,4.99,1,6,6,8.01
1221,0.46,56.0,61.8,4.95,3.07,2,7,1,4.98
4823,0.91,59.0,62.8,6.17,3.87,3,2,5,6.15
765,0.34,56.0,62.0,4.47,2.78,2,4,5,4.5
2196,0.7,59.0,62.1,5.72,3.54,1,3,6,5.68
489,0.31,57.0,63.1,4.31,2.71,6,5,5,4.28
8017,1.14,56.0,61.4,6.78,4.14,2,3,5,6.73
2377,0.73,58.0,62.9,5.75,3.61,2,5,6,5.72
3248,1.0,62.0,66.5,6.1,4.09,5,5,7,6.19
2538,0.97,67.0,60.8,6.32,3.87,5,7,7,6.41
675,0.3,63.0,60.1,4.28,2.58,3,6,3,4.31
3713,1.02,58.0,60.8,6.45,3.93,1,5,7,6.48
960,0.48,59.0,59.7,5.04,3.02,1,4,6,5.07
768,0.32,59.0,61.6,4.4,2.72,1,2,5,4.43
17235,2.01,59.0,61.8,8.07,5.01,1,1,7,8.15
2422,0.72,55.0,62.0,5.79,3.58,2,3,7,5.76
10313,1.08,56.0,61.8,6.59,4.06,2,2,3,6.55
1125,0.4,58.0,62.5,4.69,2.94,1,2,4,4.72
9967,2.06,61.0,58.7,8.31,4.88,1,3,8,8.33
4049,1.01,58.0,65.7,6.2,4.05,6,3,7,6.12
1678,0.53,55.0,61.6,5.22,3.21,2,5,4,5.2
11368,1.5,54.0,63.0,7.26,4.55,6,2,6,7.19
2777,0.71,60.0,57.8,5.9,3.4,6,3,5,5.87
1698,0.55,55.0,61.2,5.28,3.24,2,3,5,5.3
1721,0.53,57.0,60.0,5.3,3.16,2,2,5,5.24
10787,1.26,57.0,61.1,6.98,4.28,2,4,2,7.02
5320,1.1,58.0,61.1,6.69,4.06,3,1,7,6.61
8279,1.01,55.0,62.6,6.46,4.03,2,1,5,6.42
10206,1.5,59.0,60.5,7.27,4.43,1,1,7,7.37
653,0.42,56.0,63.1,4.8,3.01,6,1,7,4.74
1736,0.45,55.0,61.5,4.97,3.07,1,1,2,5.02
16466,2.46,57.0,62.3,8.57,5.37,2,7,7,8.66
828,0.4,56.0,62.4,4.74,2.95,2,7,1,4.71
906,0.35,55.0,62.5,4.51,2.83,2,4,4,4.55
5653,1.03,59.0,63.0,6.39,4.04,1,1,6,6.44
4685,0.9,59.0,58.2,6.33,3.69,6,5,5,6.36
3175,0.7,57.0,60.2,5.82,3.49,2,5,2,5.78
2245,0.9,63.0,62.4,6.01,3.79,3,2,8,6.13
1094,0.5,54.0,62.2,5.08,3.18,1,3,7,5.14
6702,1.01,57.0,60.8,6.47,3.95,1,3,5,6.52
2977,0.54,55.0,61.6,5.27,3.25,2,3,2,5.28
4234,1.0,59.0,63.1,6.22,3.95,3,3,6,6.29
2777,0.7,58.0,62.7,5.73,3.57,3,1,4,5.66
3015,0.84,57.0,62.8,6.04,3.78,3,4,7,6.0
2098,0.73,63.0,60.8,5.78,3.48,6,7,5,5.67
2277,0.79,56.0,62.1,5.97,3.69,2,6,7,5.92
4537,1.1,59.0,62.0,6.59,4.07,3,6,6,6.54
1651,0.52,55.0,61.0,5.26,3.19,2,2,5,5.2
4281,1.05,66.0,58.9,6.6,3.92,5,6,4,6.71
5443,1.01,60.0,63.1,6.39,4.01,6,1,6,6.32
1116,0.35,59.0,60.7,4.55,2.77,1,2,2,4.58
1838,0.5,55.0,60.5,5.15,3.11,2,4,3,5.13
912,0.39,59.0,62.3,4.68,2.9,3,4,2,4.63
1162,0.35,56.0,60.0,4.63,2.77,3,1,3,4.61
379,0.31,53.0,62.4,4.4,2.74,2,7,6,4.38
737,0.42,57.0,63.2,4.79,3.02,6,4,6,4.77
1689,0.52,55.0,61.7,5.23,3.22,2,5,5,5.2
5236,1.14,58.0,61.5,6.73,4.12,3,2,7,6.66
7292,1.51,59.0,62.6,7.28,4.57,1,6,7,7.31
5491,1.06,60.0,59.6,6.68,3.96,3,3,6,6.61
12273,1.05,57.0,61.4,6.53,4.0,2,3,2,6.51
729,0.45,61.0,61.5,4.95,3.03,3,3,7,4.9
684,0.3,58.0,61.2,4.34,2.65,1,4,3,4.32
3614,1.09,56.0,61.0,6.62,4.05,2,4,8,6.66
8131,1.52,56.0,61.9,7.41,4.57,2,7,6,7.37
1221,0.42,57.0,60.6,4.82,2.93,2,3,3,4.85
11886,1.17,57.0,62.1,6.73,4.21,2,3,2,6.82
6830,0.9,56.0,62.3,6.19,3.85,2,3,5,6.17
499,0.26,57.0,63.1,4.07,2.56,6,3,4,4.04
755,0.41,60.0,61.0,4.81,2.92,1,3,6,4.77
11225,1.71,59.0,64.0,7.44,4.79,6,3,7,7.53
4873,1.01,56.0,63.6,6.37,4.03,3,5,6,6.31
814,0.3,56.0,62.2,4.3,2.67,2,3,2,4.28
625,0.31,58.0,61.7,4.38,2.69,1,3,5,4.34
1041,0.37,56.0,62.7,4.55,2.87,2,2,5,4.6
5296,1.15,55.0,61.9,6.77,4.18,2,5,6,6.74
1081,0.31,56.0,60.8,4.4,2.68,2,5,1,4.42
9240,1.5,59.0,60.8,7.36,4.46,1,3,7,7.3
597,0.26,58.0,63.0,4.11,2.58,3,2,3,4.08
11774,1.36,60.0,60.8,7.16,4.34,3,4,3,7.12
8924,1.0,54.0,60.6,6.52,3.96,1,3,3,6.56
552,0.3,56.0,62.4,4.32,2.69,2,6,2,4.3
2654,0.72,57.0,61.3,5.77,3.53,2,6,2,5.75
4741,1.0,63.0,59.3,6.48,3.83,3,4,6,6.44
10028,1.12,59.0,62.4,6.66,4.13,1,3,3,6.58
4483,1.15,54.0,63.0,6.73,4.21,3,5,7,6.64
732,0.31,57.0,61.9,4.33,2.69,2,1,6,4.36
1185,0.42,59.0,62.8,4.76,2.98,3,1,3,4.73
13850,2.02,59.0,62.6,7.97,5.01,1,5,7,8.03
12539,1.23,57.0,61.7,6.91,4.25,2,2,3,6.85
642,0.3,59.0,63.2,4.24,2.69,3,3,5,4.27
2445,0.7,60.0,60.8,5.78,3.5,2,3,6,5.74
3825,1.08,54.0,62.7,6.57,4.14,2,4,7,6.63
548,0.25,59.0,59.3,4.18,2.47,3,3,3,4.15
12063,1.76,60.0,61.0,7.68,4.77,1,1,6,7.76
2318,0.7,62.0,64.2,5.48,3.53,6,1,6,5.52
688,0.41,54.0,61.7,4.81,2.96,2,4,6,4.78
2306,0.61,58.0,61.5,5.4,3.34,1,1,4,5.46
11062,1.51,53.7,62.3,7.37,4.58,2,5,6,7.33
2698,0.75,56.0,62.8,5.75,3.62,1,2,6,5.78
802,0.3,54.0,61.8,4.37,2.69,2,3,2,4.33
564,0.26,56.0,63.6,4.09,2.59,6,1,3,4.06
11738,1.55,59.0,60.7,7.5,4.54,1,5,5,7.46
461,0.32,55.0,61.4,4.46,2.72,2,4,6,4.4
956,0.34,59.0,58.8,4.56,2.69,1,2,5,4.59
878,0.3,57.0,63.6,4.26,2.72,6,4,3,4.3
15143,2.03,56.0,61.8,8.15,5.02,2,5,7,8.1
3521,0.9,57.0,61.2,6.28,3.83,2,4,7,6.24
6569,1.02,54.0,61.9,6.48,4.0,3,4,5,6.45
933,0.62,60.0,58.9,5.54,3.29,1,4,8,5.65
6184,1.22,59.0,62.7,6.81,4.27,1,5,5,6.82
5147,1.01,60.0,63.9,6.29,4.03,6,1,6,6.32
6357,2.15,57.0,62.9,8.2,5.18,1,5,8,8.25
3595,0.9,63.0,63.7,6.1,3.87,6,2,7,6.05
664,0.29,58.0,58.5,4.37,2.55,3,2,3,4.35
3101,0.93,57.0,62.3,6.22,3.87,2,6,7,6.2
3378,0.5,59.0,63.2,5.04,3.17,6,1,1,4.99
1401,0.52,55.0,61.6,5.24,3.21,2,5,5,5.19
9791,1.88,60.0,63.2,7.79,4.94,3,1,7,7.84
882,0.4,62.0,60.8,4.72,2.88,1,2,6,4.76
2834,0.8,56.0,62.2,5.87,3.67,2,4,5,5.94
2363,0.96,56.0,62.0,6.34,3.92,2,6,8,6.3
8831,1.66,59.0,63.3,7.45,4.72,3,5,6,7.48
3898,1.05,59.0,63.7,6.37,4.07,6,4,7,6.41
18164,2.12,59.0,62.6,8.12,5.1,1,4,7,8.18
891,0.31,53.0,62.6,4.39,2.74,2,4,1,4.36
3675,1.03,58.0,62.3,6.4,4.03,1,1,7,6.5
765,0.34,56.0,63.3,4.41,2.8,3,2,6,4.44
580,0.26,58.0,61.9,4.1,2.54,1,2,4,4.11
817,0.39,58.0,62.7,4.67,2.92,3,6,3,4.65
1343,0.51,58.0,62.5,5.12,3.19,3,5,4,5.09
1069,0.38,57.0,61.4,4.63,2.85,2,5,3,4.65
12224,1.71,58.0,63.8,7.48,4.79,6,2,6,7.54
15666,2.02,59.0,62.7,7.98,5.02,3,5,7,8.04
13733,1.54,59.0,61.9,7.34,4.55,1,4,4,7.37
3340,0.92,58.0,64.2,6.14,3.93,6,3,7,6.11
487,0.28,59.0,61.0,4.29,2.6,3,3,4,4.23
1410,0.55,61.0,59.5,5.41,3.18,3,3,6,5.28
3746,0.91,54.0,63.3,6.14,3.91,3,3,7,6.22
1293,0.5,59.0,62.5,5.07,3.16,6,2,6,5.04
1332,0.5,56.0,61.2,5.14,3.16,2,5,5,5.18
787,0.39,59.0,62.3,4.69,2.91,1,4,5,4.65
984,0.33,55.0,61.7,4.47,2.75,2,4,1,4.45
7758,1.52,59.0,62.0,7.31,4.52,1,7,5,7.28
606,0.4,56.0,61.3,4.79,2.93,2,7,4,4.77
9334,1.51,59.0,61.4,7.39,4.52,2,7,3,7.34
2225,0.52,55.0,61.8,5.23,3.22,2,1,5,5.19
3171,0.79,56.0,60.3,6.05,3.63,2,2,6,5.99
3007,0.71,57.0,60.7,5.8,3.51,2,6,3,5.76
605,0.3,60.0,62.0,4.28,2.64,3,4,4,4.23
794,0.38,56.0,61.6,4.72,2.89,2,5,3,4.67
11850,1.71,59.0,62.8,7.58,4.74,3,6,5,7.52
571,0.31,55.0,63.4,4.3,2.72,6,1,6,4.28
2533,0.65,59.0,61.4,5.57,3.41,2,2,4,5.53
936,0.32,56.0,61.9,4.38,2.72,2,5,2,4.41
2345,0.71,58.0,64.0,5.66,3.6,3,3,6,5.59
1768,0.55,56.0,61.0,5.28,3.23,2,1,5,5.31
628,0.32,56.0,61.4,4.47,2.73,2,4,4,4.42
3630,0.9,63.0,60.3,6.21,3.77,3,3,7,6.28
3968,0.91,56.0,61.5,6.23,3.82,2,2,7,6.2
548,0.23,56.0,61.1,3.99,2.43,2,3,4,3.97
1176,0.57,56.0,63.3,5.27,3.34,3,6,6,5.29
5378,1.18,56.0,61.5,6.82,4.18,2,6,6,6.77
457,0.3,55.0,62.3,4.34,2.69,2,6,4,4.3
967,0.4,57.0,61.7,4.78,2.94,2,4,2,4.75
756,0.4,60.0,62.1,4.7,2.91,3,3,6,4.66
8400,1.51,57.0,62.7,7.3,4.59,2,6,6,7.35
667,0.4,61.0,60.3,4.78,2.87,6,1,6,4.74
2635,0.77,56.0,61.4,5.9,3.61,2,6,4,5.86
2459,0.74,56.0,60.9,5.86,3.56,3,6,5,5.83
2025,0.55,54.3,62.2,5.27,3.27,2,4,4,5.24
1007,0.41,56.0,61.3,4.79,2.93,2,4,3,4.77
833,0.37,60.0,62.8,4.55,2.87,1,4,5,4.59
2202,0.71,61.0,62.5,5.64,3.54,1,6,4,5.68
8869,1.01,58.0,61.5,6.47,3.97,2,4,1,6.44
1049,0.4,52.0,60.9,4.83,2.94,3,3,3,4.81
2111,0.71,57.0,59.5,5.88,3.49,3,6,5,5.85
1173,0.57,55.0,62.5,5.32,3.31,2,6,6,5.28
851,0.37,55.0,61.6,4.65,2.86,2,4,5,4.63
3507,1.01,54.0,61.8,6.42,3.98,1,3,7,6.47
4191,1.01,58.0,63.4,6.37,4.05,3,5,6,6.41
7931,1.46,59.0,59.5,7.29,4.35,1,4,7,7.34
521,0.33,58.0,62.4,4.42,2.75,1,5,5,4.39
5364,1.03,59.0,63.0,6.36,4.04,1,5,5,6.47
526,0.3,56.0,62.9,4.27,2.67,3,5,4,4.22
4944,1.21,58.0,63.5,6.63,4.24,3,5,6,6.73
4463,0.9,57.0,61.6,6.25,3.83,3,2,6,6.19
9912,1.57,56.0,61.5,7.56,4.63,2,6,5,7.49
7209,1.32,57.0,60.8,7.02,4.28,2,6,5,7.07
5058,1.0,59.0,59.8,6.55,3.9,1,3,6,6.49
4515,1.04,54.0,62.7,6.47,4.07,2,5,6,6.51
1962,0.54,53.4,62.4,5.25,3.26,2,4,3,5.22
1000,0.5,57.0,62.5,5.01,3.14,1,4,7,5.04
696,0.37,62.0,58.3,4.75,2.76,3,4,4,4.72
1255,0.58,57.0,62.2,5.37,3.33,2,5,6,5.34
1007,0.41,60.0,62.4,4.77,2.96,1,3,4,4.71
942,0.31,58.0,60.2,4.38,2.65,1,2,4,4.43
1554,0.5,59.0,61.6,5.14,3.14,3,2,4,5.06
756,0.32,55.0,61.3,4.39,2.7,2,1,6,4.42
2893,0.75,57.0,62.5,5.83,3.63,2,3,5,5.78
2142,0.6,58.0,59.4,5.45,3.26,1,3,4,5.52
816,0.31,60.0,61.0,4.35,2.66,1,2,4,4.37
4466,1.03,54.0,61.4,6.57,4.02,3,4,7,6.52
1580,0.58,58.0,62.2,5.38,3.32,2,2,6,5.3
475,0.3,55.0,61.4,4.36,2.67,2,3,6,4.34
1056,0.43,60.0,62.3,4.85,3.0,3,4,3,4.78
924,0.31,55.0,61.6,4.39,2.69,2,4,1,4.34
9724,1.0,60.0,61.0,6.43,3.91,1,3,2,6.39
4395,1.0,58.0,63.7,6.35,4.03,3,5,7,6.31
9996,1.5,55.0,62.9,7.26,4.57,2,3,7,7.28
8170,1.51,58.0,61.9,7.33,4.52,2,7,4,7.28
4068,0.9,63.0,62.4,6.18,3.85,3,1,6,6.15
7056,1.5,59.0,64.7,7.05,4.59,5,3,7,7.13
1752,0.5,58.0,62.8,5.08,3.18,3,1,5,5.05
2155,0.59,56.0,62.3,5.39,3.34,2,4,3,5.34
3854,1.11,59.0,59.3,6.76,4.02,1,5,7,6.8
963,0.5,60.0,57.7,5.26,3.04,6,7,5,5.28
4192,0.89,56.0,60.8,6.25,3.79,2,1,7,6.22
1716,0.51,56.0,62.9,5.07,3.2,2,1,5,5.1
1981,0.71,55.0,63.3,5.62,3.57,3,7,4,5.66
3655,1.01,58.0,62.8,6.35,3.97,6,7,5,6.3
1691,0.7,54.0,67.6,5.41,3.71,5,7,2,5.56
2567,0.7,58.0,61.8,5.68,3.5,3,5,5,5.64
744,0.38,58.0,60.6,4.71,2.85,2,6,2,4.69
2860,0.71,61.0,61.3,5.73,3.5,3,3,5,5.68
627,0.41,57.0,61.6,4.82,2.96,3,7,5,4.79
1163,0.4,59.0,62.2,4.65,2.91,1,3,3,4.7
3287,0.7,58.0,62.6,5.67,3.54,2,1,4,5.64
668,0.33,57.0,63.2,4.37,2.77,3,6,4,4.4
2835,0.72,57.0,61.0,5.8,3.53,2,2,6,5.78
6512,1.11,57.0,61.1,6.69,4.08,2,3,6,6.67
7197,1.02,59.0,57.9,6.59,3.83,6,3,4,6.64
6627,1.06,55.0,62.7,6.5,4.09,3,3,5,6.54
3704,0.9,59.0,60.1,6.24,3.77,1,3,7,6.31
2930,0.9,63.0,58.7,6.2,3.65,3,2,7,6.23
2068,0.96,60.0,64.5,6.11,3.96,5,4,8,6.16
741,0.33,54.0,61.0,4.52,2.75,2,2,3,4.49
687,0.39,54.5,62.0,4.7,2.9,2,7,3,4.67
9537,1.18,58.0,59.7,6.9,4.13,1,4,3,6.94
4241,1.05,60.0,62.5,6.5,4.05,3,4,7,6.45
2052,0.62,56.0,62.0,5.48,3.39,2,5,3,5.46
3669,0.9,59.0,64.0,6.01,3.86,6,5,4,6.05
13844,2.14,57.0,62.2,8.19,5.1,2,6,5,8.22
2906,0.74,57.0,62.4,5.8,3.6,3,1,5,5.74
5494,1.2,55.0,61.1,6.87,4.21,2,2,7,6.9
4692,1.05,57.0,63.5,6.44,4.1,3,5,6,6.47
802,0.31,57.0,62.4,4.32,2.71,2,5,3,4.36
2604,0.71,57.0,62.5,5.69,3.55,2,4,6,5.67
1389,0.52,56.0,62.8,5.15,3.23,3,2,6,5.13
8330,1.01,60.0,62.0,6.39,3.95,3,3,5,6.36
1254,0.35,56.0,61.4,4.53,2.79,2,2,1,4.56
2372,0.75,56.0,63.5,5.71,3.64,3,3,6,5.75
2319,0.7,56.0,61.6,5.67,3.51,2,3,6,5.73
5768,1.09,56.0,62.0,6.56,4.08,2,3,6,6.61
1969,0.64,58.0,62.3,5.53,3.43,3,1,6,5.49
954,0.32,55.0,61.8,4.43,2.73,2,4,1,4.41
3377,0.9,60.0,58.3,6.33,3.71,1,4,7,6.39
540,0.32,55.0,62.5,4.37,2.74,2,4,7,4.4
8797,1.24,56.0,62.0,6.9,4.27,2,4,5,6.87
644,0.35,55.0,62.3,4.56,2.83,2,1,6,4.52
5527,1.01,54.0,62.0,6.49,4.0,2,3,6,6.41
5387,1.0,57.0,61.5,6.37,3.94,1,5,4,6.44
640,0.3,56.0,61.3,4.37,2.67,2,2,6,4.34
5802,1.19,56.0,62.7,6.7,4.22,1,5,6,6.76
4535,1.13,60.0,61.0,6.69,4.09,2,5,7,6.73
545,0.3,57.0,62.2,4.31,2.67,2,5,4,4.28
11442,1.5,59.0,62.7,7.24,4.53,3,1,6,7.21
646,0.28,57.0,60.3,4.25,2.55,2,2,3,4.21
1225,0.49,59.0,61.0,5.06,3.11,1,4,5,5.13
450,0.33,55.0,62.3,4.49,2.78,2,3,7,4.44
17003,2.01,60.0,61.5,8.01,4.95,3,5,6,8.09
876,0.41,58.0,62.9,4.72,2.97,1,5,6,4.73
4709,0.9,60.0,60.6,6.27,3.76,3,2,5,6.14
1915,0.57,58.0,61.3,5.26,3.26,1,3,4,5.38
7300,1.5,62.0,56.1,7.52,4.24,5,4,6,7.6
704,0.43,60.0,61.0,4.94,2.99,1,2,7,4.87
6323,1.22,59.0,62.5,6.82,4.25,3,5,6,6.79
605,0.3,58.0,60.8,4.37,2.65,3,5,3,4.34
579,0.33,55.0,62.3,4.47,2.77,2,4,5,4.42
3180,0.72,57.0,61.5,5.76,3.54,2,5,2,5.74
2371,0.77,63.0,58.1,6.06,3.5,6,2,7,6.02
3073,0.7,55.0,61.6,5.75,3.53,2,4,2,5.72
4309,0.9,60.0,63.7,5.98,3.82,6,4,5,6.02
12168,1.74,59.0,58.6,7.87,4.65,1,6,5,7.99
9295,1.52,58.0,64.0,7.2,4.63,6,6,6,7.27
1147,0.58,62.0,59.5,5.44,3.23,3,7,5,5.41
8921,1.04,54.0,62.1,6.55,4.06,2,4,1,6.53
5204,1.05,56.0,61.9,6.5,4.03,2,1,7,6.53
1814,0.56,56.0,62.3,5.26,3.3,2,1,6,5.33
12731,1.53,57.0,61.9,7.39,4.56,2,5,3,7.35
2469,0.7,55.0,61.8,5.72,3.52,2,6,4,5.67
737,0.4,59.0,60.1,4.82,2.88,1,2,6,4.76
3447,0.9,59.0,58.7,6.35,3.71,3,5,6,6.3
4486,1.04,56.0,62.4,6.48,4.02,2,3,7,6.4
2268,0.7,59.0,61.8,5.67,3.53,1,3,6,5.76
512,0.35,58.0,60.9,4.53,2.77,1,6,7,4.56
4661,1.23,58.0,60.9,6.96,4.23,3,3,7,6.93
17273,1.8,57.0,62.2,7.89,4.88,3,2,6,7.81
15365,1.53,60.0,62.5,7.34,4.58,1,4,3,7.31
984,0.33,60.0,57.9,4.57,2.64,6,4,1,4.55
13132,2.02,57.0,62.2,8.11,5.03,2,7,6,8.06
720,0.32,56.0,61.9,4.39,2.73,2,2,6,4.43
4709,1.11,57.0,61.4,6.67,4.08,2,5,7,6.63
4318,0.84,62.0,60.4,6.15,3.7,3,3,3,6.1
2760,0.73,59.0,61.6,5.78,3.56,3,2,6,5.77
5580,1.06,62.0,60.4,6.59,3.99,1,3,6,6.62
1775,0.53,56.0,62.2,5.2,3.22,2,5,2,5.16
936,0.32,57.0,61.5,4.39,2.71,2,4,3,4.43
15559,2.14,59.0,59.3,8.39,5.0,1,6,5,8.43
3498,0.74,59.0,62.2,5.84,3.62,3,1,5,5.8
3009,0.71,57.0,62.1,5.69,3.53,3,2,4,5.67
2448,0.71,59.0,61.7,5.78,3.55,3,4,6,5.72
2757,0.72,57.0,60.8,5.76,3.5,2,1,6,5.75
1722,0.52,56.0,61.6,5.22,3.2,2,4,4,5.18
1094,0.3,56.0,62.1,4.28,2.68,2,4,2,4.35
2553,0.75,56.0,62.8,5.76,3.63,1,5,5,5.8
362,0.24,56.0,60.8,4.04,2.45,3,2,5,4.02
854,0.33,54.0,61.4,4.44,2.74,2,4,4,4.48
13499,1.72,60.0,64.3,7.56,4.85,6,3,6,7.52
867,0.43,59.0,61.1,4.86,2.96,1,4,5,4.83
914,0.31,55.0,61.2,4.39,2.68,3,3,1,4.37
1774,0.71,56.0,61.7,5.71,3.53,1,6,6,5.73
2167,0.7,60.0,64.5,5.47,3.55,5,1,7,5.53
9907,1.26,55.0,61.9,6.91,4.29,2,4,4,6.96
2344,0.63,59.0,62.4,5.46,3.42,1,2,5,5.5
945,0.4,59.0,62.8,4.71,2.96,1,3,6,4.72
928,0.33,56.0,62.3,4.46,2.78,2,2,5,4.47
1830,0.53,59.0,61.9,5.21,3.21,3,2,4,5.16
10012,1.51,56.0,63.2,7.26,4.61,3,2,7,7.32
4328,1.15,60.0,61.7,6.7,4.16,1,2,7,6.78
4525,1.01,55.0,66.6,6.2,4.15,5,2,5,6.27
942,0.31,55.0,60.8,4.39,2.68,2,5,2,4.42
1651,0.71,64.0,60.0,5.79,3.45,6,6,6,5.71
389,0.23,61.0,59.2,4.04,2.38,3,5,3,4.0
3207,0.83,56.0,62.1,6.04,3.74,2,1,7,6.0
2646,0.72,61.0,62.3,5.66,3.55,1,4,4,5.73
7876,1.03,57.0,61.6,6.51,4.0,2,4,3,6.48
603,0.27,59.0,60.2,4.2,2.54,1,2,4,4.24
8048,1.88,59.0,57.9,8.11,4.71,6,7,7,8.16
918,0.32,55.0,62.1,4.46,2.75,2,4,1,4.4
14565,1.5,63.0,57.8,7.53,4.37,6,2,5,7.58
2947,0.7,58.0,60.5,5.81,3.5,2,5,2,5.76
585,0.3,56.0,60.8,4.37,2.65,3,4,4,4.35
2345,0.71,57.0,61.5,5.78,3.54,2,4,6,5.74
1974,0.51,58.0,63.1,5.07,3.21,3,4,3,5.11
2891,0.71,61.0,62.3,5.73,3.56,6,1,5,5.7
928,0.33,56.0,60.5,4.48,2.72,2,2,5,4.51
6814,1.04,61.0,61.5,6.51,4.02,1,4,4,6.56
589,0.32,58.0,63.0,4.4,2.76,3,1,6,4.36
544,0.31,57.0,61.6,4.39,2.69,2,6,3,4.35
11574,1.55,55.0,61.8,7.44,4.58,2,6,5,7.4
7797,1.53,56.0,63.1,7.26,4.6,3,6,6,7.32
7234,1.01,58.0,59.4,6.53,3.93,3,4,3,6.51
7076,1.08,60.0,64.7,6.41,4.16,5,4,4,6.44
4371,1.01,56.0,61.0,6.36,3.9,1,2,7,6.42
3846,1.01,58.0,61.7,6.41,3.97,1,3,7,6.46
3796,1.01,58.0,62.7,6.43,4.0,3,4,7,6.32
570,0.3,56.0,63.7,4.28,2.72,6,3,4,4.26
11166,1.08,56.0,61.0,6.67,4.06,2,2,3,6.64
462,0.31,59.0,63.1,4.33,2.72,6,4,6,4.29
12688,1.51,56.0,62.3,7.4,4.58,2,1,6,7.3
1010,0.33,58.0,62.9,4.38,2.77,1,5,1,4.43
5769,1.1,63.0,58.9,6.78,3.98,3,3,6,6.73
613,0.37,56.0,61.0,4.68,2.85,2,2,6,4.66
2001,0.53,57.0,61.4,5.21,3.19,2,4,2,5.18
2083,0.7,59.0,60.8,5.78,3.5,2,6,6,5.74
11226,1.14,60.0,60.1,6.83,4.09,2,3,2,6.79
2189,0.64,56.0,62.3,5.49,3.43,2,3,5,5.53
703,0.38,53.9,61.5,4.7,2.89,2,6,4,4.66
5445,1.0,59.0,60.7,6.41,3.88,1,2,6,6.38
8099,1.25,55.0,61.3,6.93,4.26,1,5,4,6.96
473,0.3,59.0,62.2,4.31,2.67,1,5,5,4.28
1438,0.51,57.0,62.2,5.12,3.17,2,2,6,5.08
1004,0.32,60.0,60.6,4.45,2.69,2,2,1,4.43
1742,0.58,55.0,60.1,5.56,3.3,2,2,6,5.42
16820,2.48,58.0,60.1,8.76,5.29,1,6,5,8.83
14505,2.06,54.0,63.3,8.14,5.13,2,6,7,8.09
4309,0.9,54.0,62.4,6.19,3.87,2,4,5,6.22
2569,0.71,55.0,62.1,5.72,3.55,3,5,4,5.71
619,0.3,56.0,63.8,4.2,2.71,2,2,5,4.28
5387,0.9,56.0,61.4,6.23,3.81,3,2,6,6.19
1063,0.35,58.0,59.7,4.57,2.74,1,1,5,4.61
1949,0.57,56.0,61.3,5.34,3.28,2,4,4,5.36
1600,0.52,57.0,62.4,5.18,3.22,2,1,6,5.14
630,0.35,61.0,60.0,4.57,2.75,1,5,6,4.6
6058,1.21,57.0,63.3,6.7,4.26,3,5,6,6.77
1621,0.42,56.0,62.8,4.76,3.0,2,1,2,4.8
1153,0.41,58.0,60.1,4.81,2.9,1,2,4,4.84
3160,0.9,63.0,59.5,6.31,3.74,3,5,7,6.26
534,0.32,57.0,61.5,4.45,2.72,2,5,5,4.41
7583,1.56,63.0,58.7,7.55,4.49,3,5,7,7.73
2197,0.51,56.0,61.8,5.15,3.16,2,4,3,5.11
