id,carat,table,depth,y,z,cut,color,clarity,x
10647,0.91,56.0,63.0,6.05,3.84,2,5,5,6.15
10648,0.42,58.0,60.1,4.83,2.92,1,1,7,4.88
10649,0.31,56.0,62.5,4.29,2.69,2,1,5,4.32
10650,0.32,58.0,58.3,4.49,2.63,1,1,6,4.54
10651,0.38,54.0,62.2,4.63,2.89,2,2,4,4.65
10652,0.9,63.0,62.4,6.13,3.8,6,1,6,6.04
10653,0.32,55.0,61.6,4.42,2.73,1,5,3,4.44
10654,0.33,55.0,62.5,4.42,2.77,2,2,6,4.45
10655,1.21,59.0,59.4,7.01,4.14,2,4,3,6.92
10656,2.0,57.0,59.7,8.22,4.93,2,5,7,8.29
10657,0.26,60.0,61.2,4.14,2.53,3,3,2,4.13
10658,0.52,59.0,61.8,5.13,3.18,1,4,3,5.16
10659,1.03,57.0,62.4,6.47,4.01,2,4,2,6.39
10660,1.01,57.0,63.2,6.35,4.0,6,4,5,6.3
10661,1.2,56.0,62.2,6.73,4.19,2,6,6,6.75
10662,0.57,57.0,60.8,5.37,3.25,2,3,5,5.34
10663,0.32,56.0,60.9,4.45,2.7,2,5,7,4.41
10664,1.55,58.0,62.4,7.4,4.61,2,5,6,7.38
10665,1.0,59.0,62.3,6.43,3.99,1,3,6,6.37
10666,0.33,53.3,62.2,4.48,2.77,2,5,4,4.45
10667,0.26,54.0,62.1,4.12,2.55,2,3,5,4.09
10668,1.35,57.0,62.2,7.11,4.41,2,4,1,7.07
10669,0.3,56.0,62.1,4.3,2.68,2,6,2,4.33
10670,0.72,59.0,61.1,5.75,3.53,1,2,5,5.8
10671,1.17,58.0,62.2,6.72,4.19,1,3,8,6.76
10672,0.34,56.0,61.1,4.55,2.77,2,2,2,4.52
10673,0.57,56.0,61.6,5.35,3.29,2,6,4,5.33
10674,1.2,59.0,65.0,6.57,4.25,6,6,6,6.51
10675,0.7,58.0,60.7,5.76,3.49,2,2,5,5.73
10676,0.25,57.0,61.6,4.08,2.52,2,2,3,4.1
10677,0.5,56.0,62.3,5.12,3.17,2,2,6,5.06
10678,0.9,57.0,62.4,6.16,3.83,3,3,7,6.11
10679,0.91,56.0,61.9,6.22,3.84,2,6,5,6.18
10680,1.06,56.0,62.8,6.52,4.08,3,6,6,6.47
10681,0.71,57.0,62.6,5.7,3.55,3,7,5,5.64
10682,0.23,56.0,62.3,4.01,2.48,2,3,3,3.95
10683,1.5,56.0,64.0,7.05,4.56,6,5,8,7.18
10684,1.51,67.0,58.0,7.57,4.41,5,5,4,7.63
10685,0.33,57.0,62.9,4.43,2.77,3,4,4,4.38
10686,0.91,56.0,62.2,6.18,3.86,2,6,5,6.22
10687,0.32,57.0,62.4,4.35,2.72,2,6,6,4.37
10688,0.61,57.0,62.0,5.47,3.38,3,4,5,5.44
10689,0.32,55.0,61.8,4.43,2.73,2,2,4,4.4
10690,0.31,61.0,58.2,4.42,2.58,1,4,4,4.45
10691,1.53,59.0,61.7,7.31,4.54,1,4,6,7.4
10692,1.43,56.0,63.5,7.09,4.55,3,1,6,7.24
10693,0.38,61.0,59.2,4.67,2.78,1,1,7,4.72
10694,0.31,58.0,61.7,4.3,2.67,1,2,4,4.36
10695,0.59,54.0,61.7,5.46,3.35,2,3,7,5.4
10696,0.41,58.0,62.9,4.74,2.99,1,2,7,4.77
10697,0.53,56.0,63.8,5.16,3.28,6,3,6,5.13
10698,0.58,56.0,60.6,5.49,3.31,2,5,6,5.44
10699,1.04,56.0,64.9,6.34,4.13,5,1,7,6.39
10700,0.32,55.0,61.0,4.47,2.72,2,3,6,4.45
10701,1.03,54.0,61.7,6.52,4.01,2,4,4,6.49
10702,0.47,53.0,62.2,5.04,3.12,2,4,3,5.0
10703,1.08,59.0,62.8,6.47,4.09,1,3,5,6.55
10704,0.7,59.0,58.4,5.83,3.43,1,2,4,5.91
10705,0.5,61.0,61.0,5.12,3.11,6,2,4,5.07
10706,0.7,55.0,61.4,5.77,3.53,2,3,7,5.73
10707,0.31,56.0,61.2,4.4,2.68,2,5,1,4.36
10708,0.53,55.0,63.4,5.19,3.26,3,4,7,5.1
10709,1.51,57.0,62.9,7.3,4.58,3,4,6,7.27
10710,1.0,59.0,65.0,6.14,4.01,5,3,4,6.19
10711,0.95,59.0,60.7,6.36,3.84,1,2,7,6.3
10712,1.07,57.0,61.4,6.53,4.03,2,2,6,6.59
10713,0.43,57.0,60.1,4.91,2.94,2,4,3,4.88
10714,0.56,57.0,61.9,5.31,3.28,3,2,4,5.29
10715,0.56,57.0,59.8,5.39,3.25,1,5,3,5.48
10716,0.51,56.0,62.2,5.13,3.18,2,4,3,5.09
10717,1.01,56.0,61.5,6.47,3.97,3,2,7,6.45
10718,0.41,58.0,61.4,4.76,2.93,1,1,6,4.78
10719,0.81,57.0,62.9,5.93,3.74,2,3,7,5.97
10720,1.01,58.0,61.3,6.52,3.97,1,3,4,6.44
10721,1.71,54.0,62.1,7.67,4.78,2,3,7,7.72
10722,0.32,54.0,61.6,4.49,2.74,2,5,1,4.41
10723,0.32,55.0,61.3,4.45,2.72,2,3,2,4.42
10724,0.5,58.0,61.5,5.09,3.11,3,2,7,5.03
10725,2.29,66.0,56.8,8.69,4.96,5,7,6,8.79
10726,1.03,61.0,59.9,6.63,3.95,2,4,2,6.56
10727,1.22,60.0,60.5,6.89,4.18,1,2,7,6.93
10728,1.01,57.0,61.6,6.44,3.96,3,5,5,6.41
10729,1.22,53.8,62.9,6.83,4.29,3,6,4,6.79
10730,0.3,58.0,60.8,4.34,2.65,1,5,3,4.37
10731,0.51,56.0,61.3,5.21,3.17,2,2,2,5.13
10732,1.13,55.0,62.2,6.69,4.15,2,2,6,6.66
10733,0.31,55.0,60.8,4.43,2.68,3,2,3,4.38
10734,0.58,56.0,61.3,5.39,3.29,2,4,1,5.36
10735,1.22,57.0,62.4,6.82,4.24,3,5,6,6.78
10736,0.41,57.0,61.2,4.77,2.93,1,3,4,4.8
10737,1.2,59.0,61.4,6.87,4.2,3,7,6,6.82
10738,0.74,57.0,60.8,5.89,3.57,2,6,2,5.85
10739,1.23,58.0,59.7,7.02,4.17,3,6,5,6.94
10740,1.03,56.0,61.6,6.45,3.99,2,2,7,6.5
10741,1.12,61.0,63.7,6.54,4.15,6,7,6,6.5
10742,0.35,61.0,60.0,4.6,2.75,3,5,6,4.57
10743,0.77,58.0,62.8,5.84,3.65,3,4,4,5.78
10744,1.2,55.0,61.8,6.86,4.23,2,7,5,6.84
10745,1.01,58.0,63.3,6.36,4.01,6,2,7,6.3
10746,0.42,55.0,62.7,4.83,3.02,3,3,6,4.8
10747,1.02,55.0,62.4,6.44,4.03,2,2,7,6.47
10748,0.54,59.0,61.4,5.21,3.21,1,4,7,5.24
10749,1.18,58.0,61.0,6.79,4.16,1,4,3,6.84
10750,0.54,57.0,61.8,5.22,3.24,2,1,5,5.26
10751,0.31,54.0,62.4,4.35,2.7,2,7,2,4.32
10752,0.41,60.0,62.1,4.78,2.95,1,4,4,4.72
10753,1.21,56.0,62.2,6.85,4.26,2,4,4,6.87
10754,0.75,57.0,62.2,5.84,3.62,2,4,6,5.8
10755,1.01,57.0,61.8,6.45,3.97,2,4,4,6.4
10756,0.7,55.0,62.1,5.77,3.57,2,2,4,5.72
10757,1.0,57.0,62.7,6.38,4.02,2,3,6,6.44
10758,0.83,54.0,62.4,6.08,3.77,2,4,7,6.01
10759,0.4,59.0,60.4,4.76,2.89,1,2,4,4.81
10760,0.31,59.0,59.0,4.47,2.63,1,3,5,4.44
10761,1.03,59.0,62.3,6.45,4.0,2,6,7,6.39
10762,0.74,64.0,62.1,5.71,3.56,6,2,6,5.76
10763,0.55,56.0,60.8,5.32,3.23,2,1,3,5.29
10764,0.23,61.0,60.5,3.95,2.4,1,6,2,3.98
10765,0.39,58.0,63.1,4.61,2.93,3,6,4,4.68
10766,0.3,55.0,63.4,4.22,2.69,3,1,6,4.26
10767,0.38,55.0,62.0,4.69,2.9,2,4,7,4.66
10768,0.7,60.0,58.8,5.83,3.42,3,6,7,5.8
10769,0.9,59.0,62.7,6.1,3.84,1,5,5,6.15
10770,0.33,59.0,60.0,4.5,2.69,3,1,6,4.47
10771,1.08,57.0,63.7,6.54,4.15,6,2,7,6.49
10772,1.01,54.0,60.9,6.53,3.97,2,4,3,6.5
10773,0.53,54.0,62.0,5.23,3.23,2,5,1,5.19
10774,1.6,56.0,62.1,7.51,4.64,2,5,7,7.43
10775,2.28,58.0,60.3,8.53,5.16,1,7,4,8.58
10776,1.09,57.0,62.5,6.55,4.11,1,2,6,6.61
10777,1.0,58.0,62.6,6.38,3.98,3,4,7,6.34
10778,0.27,57.0,61.8,4.17,2.57,3,3,3,4.15
10779,0.51,59.0,60.7,5.19,3.14,1,3,5,5.16
10780,0.32,56.0,62.2,4.37,2.73,2,2,5,4.41
10781,0.51,55.0,62.4,5.11,3.2,2,1,5,5.14
10782,1.2,56.0,62.6,6.73,4.23,2,3,5,6.78
10783,0.24,58.0,59.0,4.1,2.41,3,3,2,4.07
10784,0.9,60.0,63.4,6.07,3.83,6,2,7,6.02
10785,0.91,58.0,62.4,6.14,3.82,3,2,7,6.11
10786,0.49,56.0,61.9,5.1,3.14,2,2,3,5.05
10787,0.51,55.0,62.1,5.2,3.21,2,1,4,5.14
10788,0.31,61.0,58.9,4.43,2.62,1,5,5,4.46
10789,0.32,55.0,61.9,4.39,2.73,2,1,5,4.43
10790,0.51,56.0,61.4,5.16,3.16,2,2,4,5.14
10791,0.59,57.0,63.7,5.36,3.4,3,3,7,5.31
10792,0.32,54.0,62.1,4.44,2.74,2,7,5,4.38
10793,0.94,58.0,62.0,6.24,3.88,1,2,6,6.27
10794,0.91,59.0,62.6,6.16,3.84,3,3,3,6.1
10795,1.13,56.0,62.7,6.65,4.16,2,4,5,6.61
10796,0.53,54.0,62.6,5.16,3.24,2,4,4,5.19
10797,0.51,59.0,62.7,5.05,3.18,1,1,5,5.09
10798,0.56,57.0,62.0,5.27,3.26,2,4,6,5.25
10799,0.62,57.0,62.8,5.4,3.4,2,5,5,5.43
10800,1.01,57.0,61.0,6.5,3.93,2,3,5,6.38
10801,0.32,54.0,62.0,4.43,2.75,2,3,4,4.44
10802,0.55,56.0,60.1,5.38,3.22,2,6,1,5.33
10803,0.81,58.0,60.2,6.1,3.66,3,5,6,6.06
10804,1.5,56.0,61.7,7.32,4.53,2,4,6,7.36
10805,1.54,55.0,61.6,7.43,4.57,2,4,8,7.4
10806,1.0,57.0,60.2,6.48,3.92,2,1,6,6.54
10807,0.5,56.0,61.2,5.13,3.13,2,4,3,5.1
10808,1.04,57.0,62.1,6.46,4.02,2,3,7,6.48
10809,1.67,55.9,61.8,7.6,4.69,2,5,4,7.57
10810,1.25,58.0,61.3,6.95,4.27,1,7,7,6.98
10811,0.5,59.0,64.6,4.95,3.18,6,6,5,4.9
10812,0.58,56.0,62.7,5.3,3.33,2,1,7,5.32
10813,2.26,57.0,61.9,8.36,5.2,2,4,7,8.44
10814,1.22,55.7,61.9,6.84,4.23,2,6,4,6.81
10815,0.41,56.0,61.0,4.82,2.93,2,2,3,4.79
10816,0.38,59.0,62.4,4.6,2.88,1,1,4,4.63
10817,2.0,60.0,59.8,8.01,4.8,1,5,6,8.04
10818,0.41,56.0,62.9,4.78,2.99,3,2,4,4.72
10819,1.5,57.0,62.3,7.22,4.52,1,6,6,7.28
10820,0.71,56.0,65.7,5.54,3.63,5,4,5,5.51
10821,0.58,57.0,59.7,5.51,3.28,3,3,2,5.48
10822,1.5,58.0,62.7,7.32,4.58,1,4,3,7.28
10823,0.55,56.0,60.8,5.36,3.24,2,4,6,5.3
10824,1.01,62.0,61.7,6.3,3.9,1,1,6,6.34
10825,0.4,56.0,62.8,4.73,2.96,3,3,3,4.69
10826,0.35,53.9,62.0,4.53,2.8,2,5,2,4.5
10827,0.26,56.0,62.3,4.09,2.54,3,4,3,4.07
10828,0.31,56.0,61.5,4.34,2.68,2,3,5,4.37
10829,0.44,53.0,63.2,4.84,3.07,3,2,6,4.87
10830,1.51,60.0,61.4,7.33,4.51,3,6,6,7.37
10831,0.7,57.0,65.5,5.59,3.64,5,5,6,5.53
10832,0.5,58.0,61.1,5.08,3.11,2,2,4,5.12
10833,1.3,57.0,63.4,6.88,4.38,3,5,6,6.93
10834,0.5,54.0,60.4,5.17,3.14,2,1,3,5.23
10835,0.52,57.0,61.2,5.22,3.18,2,1,6,5.18
10836,1.0,58.0,64.1,6.26,4.04,6,3,7,6.35
10837,0.55,57.0,61.3,5.25,3.23,2,4,4,5.28
10838,0.4,56.0,63.4,4.67,2.98,3,1,7,4.73
10839,0.77,58.0,62.8,5.78,3.65,3,4,3,5.84
10840,0.33,58.0,60.7,4.46,2.72,1,1,5,4.5
10841,0.62,57.0,60.5,5.56,3.35,2,4,1,5.52
10842,0.43,61.0,57.9,5.03,2.9,6,3,4,4.99
10843,0.96,57.0,61.5,6.36,3.9,2,7,5,6.32
10844,1.0,58.0,63.0,6.33,3.98,3,6,6,6.3
10845,0.91,58.0,60.9,6.2,3.8,3,3,7,6.28
10846,0.42,57.0,61.9,4.77,2.97,2,1,6,4.82
10847,1.28,55.0,62.5,7.0,4.35,3,3,7,6.91
10848,1.32,59.0,61.3,6.95,4.28,1,6,7,7.01
10849,0.33,56.0,62.4,4.41,2.76,2,3,3,4.43
10850,1.01,59.0,60.2,6.48,3.92,1,4,5,6.55
10851,1.28,59.0,60.3,7.03,4.23,3,4,2,6.99
10852,0.38,59.0,59.3,4.71,2.8,1,4,5,4.74
10853,0.9,63.0,61.1,6.19,3.76,3,5,7,6.12
10854,0.46,56.0,61.7,5.01,3.08,2,4,1,4.97
10855,0.4,54.0,63.8,4.68,3.0,6,6,5,4.72
10856,0.37,59.0,59.7,4.68,2.78,1,3,5,4.64
10857,0.7,59.0,61.8,5.6,3.47,1,1,6,5.64
10858,0.4,58.0,63.3,4.72,2.98,6,3,6,4.69
10859,0.31,56.0,62.5,4.32,2.69,2,1,5,4.29
10860,0.96,58.0,65.2,6.12,3.99,5,3,7,6.14
10861,0.93,58.0,62.2,6.24,3.87,2,4,6,6.2
10862,1.52,60.0,62.9,7.28,4.59,1,4,5,7.31
10863,0.7,58.0,61.0,5.72,3.5,1,4,7,5.75
10864,0.3,56.0,62.4,4.3,2.69,2,6,2,4.32
10865,2.01,63.0,58.9,8.16,4.82,3,6,6,8.22
10866,1.0,56.0,62.2,6.35,3.97,2,4,4,6.41
10867,0.63,56.0,62.1,5.52,3.42,2,2,5,5.49
10868,2.01,58.0,66.9,7.69,5.21,5,6,7,7.93
10869,0.9,60.0,57.5,6.37,3.65,6,3,6,6.33
10870,1.07,61.0,60.7,6.6,3.99,3,6,6,6.55
10871,0.4,61.0,61.2,4.74,2.89,6,2,7,4.71
10872,1.08,59.0,62.9,6.53,4.12,1,4,7,6.57
10873,0.41,54.0,63.6,4.72,3.01,6,7,1,4.75
10874,0.3,57.0,61.6,4.33,2.66,2,2,4,4.3
10875,0.38,61.0,59.2,4.72,2.78,3,1,7,4.67
10876,1.47,59.0,62.4,7.2,4.47,3,2,5,7.13
10877,0.52,58.0,62.0,5.16,3.21,1,4,5,5.2
10878,0.56,56.0,61.7,5.3,3.26,2,5,6,5.26
10879,1.02,55.0,63.1,6.38,4.05,3,3,6,6.45
10880,0.72,58.0,62.5,5.75,3.58,3,3,5,5.71
10881,0.4,62.0,62.2,4.66,2.91,1,2,6,4.69
10882,1.01,59.0,60.1,6.46,3.91,1,4,7,6.55
10883,0.54,54.0,62.2,5.25,3.26,2,7,2,5.23
10884,0.31,59.0,63.1,4.25,2.7,3,6,2,4.31
10885,0.35,57.0,61.5,4.54,2.79,2,5,2,4.53
10886,0.57,57.0,61.8,5.32,3.28,2,4,5,5.3
10887,0.3,57.0,61.1,4.34,2.64,2,2,6,4.3
10888,1.01,56.0,61.1,6.49,3.97,2,4,2,6.51
10889,0.52,57.0,61.2,5.22,3.19,2,1,7,5.2
10890,1.01,60.0,62.8,6.33,4.0,1,3,7,6.4
10891,1.08,54.0,61.8,6.57,4.07,2,6,5,6.6
10892,0.59,56.0,61.4,5.36,3.3,2,2,6,5.39
10893,0.3,55.0,63.9,4.27,2.72,6,5,6,4.24
10894,0.3,56.0,62.2,4.27,2.67,2,1,4,4.31
10895,1.25,59.0,62.3,6.82,4.26,1,7,7,6.86
10896,1.14,56.0,61.0,6.76,4.12,2,4,3,6.74
10897,0.32,55.0,61.6,4.4,2.72,2,5,2,4.43
10898,1.2,56.0,63.1,6.7,4.24,2,4,2,6.74
10899,1.0,58.0,61.1,6.41,3.92,6,2,6,6.43
10900,1.5,60.0,62.0,7.29,4.53,2,3,6,7.32
10901,2.66,60.0,64.3,8.65,5.58,6,5,7,8.71
10902,0.3,57.0,61.6,4.34,2.67,2,3,2,4.33
10903,0.5,57.0,62.7,5.07,3.19,2,4,2,5.1
10904,1.0,56.0,60.3,6.54,3.94,2,5,6,6.52
10905,0.43,58.0,61.2,4.88,2.97,1,6,1,4.83
10906,0.34,56.0,61.5,4.45,2.76,1,4,6,4.52
10907,0.9,60.0,64.5,6.07,3.9,6,3,5,6.03
10908,1.09,56.0,62.1,6.56,4.08,2,1,7,6.59
10909,1.01,63.0,57.7,6.65,3.81,6,4,4,6.55
10910,0.3,55.0,62.0,4.34,2.68,2,2,3,4.31
10911,0.33,54.0,62.8,4.46,2.79,3,1,5,4.43
10912,0.71,56.0,62.4,5.7,3.55,2,2,6,5.68
10913,0.3,55.0,61.8,4.33,2.67,2,4,4,4.31
10914,0.33,58.0,61.3,4.42,2.72,1,4,4,4.46
10915,0.32,57.0,60.8,4.41,2.69,2,1,6,4.44
10916,1.55,55.0,61.9,7.46,4.61,2,6,4,7.43
10917,0.4,58.0,61.7,4.7,2.91,1,1,6,4.74
10918,0.5,56.0,60.5,5.16,3.13,2,2,5,5.18
10919,0.28,61.0,62.2,4.16,2.58,3,1,4,4.13
10920,1.01,60.0,63.5,6.33,4.01,6,4,6,6.3
10921,0.8,57.0,61.0,6.0,3.68,2,5,6,6.07
10922,0.65,61.2,57.8,5.78,3.32,6,2,5,5.72
10923,0.7,58.0,62.3,5.65,3.5,3,6,5,5.58
10924,0.91,55.0,62.3,6.22,3.86,2,4,4,6.17
10925,0.33,57.0,60.7,4.48,2.71,2,5,5,4.45
10926,1.01,61.0,63.9,6.31,4.02,6,1,6,6.28
10927,0.84,57.0,62.4,6.03,3.77,2,4,6,6.06
10928,0.4,59.0,61.9,4.72,2.93,1,2,5,4.75
10929,0.4,54.3,62.2,4.75,2.95,2,7,4,4.73
10930,1.0,56.0,63.1,6.41,4.01,6,4,6,6.31
10931,0.72,58.0,57.9,5.91,3.44,6,5,7,5.98
10932,0.33,56.0,61.6,4.46,2.74,3,2,4,4.43
10933,0.34,59.0,61.4,4.52,2.76,3,4,3,4.47
10934,0.41,56.0,61.9,4.81,2.97,2,3,1,4.78
10935,0.7,56.0,61.6,5.72,3.51,2,6,5,5.67
10936,0.31,59.0,63.4,4.29,2.73,3,4,5,4.32
10937,1.12,56.0,61.8,6.69,4.13,2,3,4,6.67
10938,1.5,60.0,64.0,7.25,4.6,6,6,6,7.13
10939,0.71,57.0,64.3,5.55,3.59,6,3,6,5.62
10940,0.32,58.0,62.3,4.42,2.74,3,4,7,4.37
10941,0.8,60.0,64.0,5.81,3.75,6,1,7,5.91
10942,0.76,55.0,62.7,5.83,3.63,3,3,7,5.74
10943,0.57,60.0,61.9,5.31,3.3,1,2,5,5.35
10944,1.51,63.0,59.6,7.43,4.4,3,3,4,7.34
10945,0.71,65.0,59.9,5.74,3.43,6,6,6,5.71
10946,0.43,59.0,60.9,4.94,2.99,1,4,1,4.88
10947,0.7,58.0,59.5,5.81,3.45,3,6,2,5.78
10948,0.28,59.0,63.0,4.15,2.6,3,2,5,4.11
10949,1.51,60.0,63.5,7.24,4.61,3,5,5,7.27
10950,0.7,58.0,61.8,5.63,3.49,1,4,3,5.67
10951,1.24,65.0,62.0,6.84,4.25,6,5,6,6.88
10952,2.06,56.0,61.5,8.18,5.04,2,5,7,8.23
10953,2.0,54.0,60.1,8.15,4.86,6,2,7,8.01
10954,0.43,55.0,62.0,4.82,3.0,2,4,2,4.85
10955,1.33,59.0,61.3,6.93,4.29,1,4,7,7.06
10956,1.24,56.0,61.6,6.91,4.25,2,5,4,6.88
10957,0.62,58.0,60.7,5.51,3.35,1,2,7,5.53
10958,1.07,61.0,62.6,6.49,4.04,3,1,7,6.42
10959,0.35,56.0,60.7,4.6,2.79,2,4,2,4.58
10960,0.58,55.0,62.1,5.37,3.32,2,3,5,5.33
10961,1.28,56.0,62.4,6.89,4.34,1,5,7,6.97
10962,1.01,54.0,59.8,6.5,3.93,1,1,6,6.6
10963,1.13,59.0,60.9,6.7,4.11,1,5,6,6.79
10964,0.52,57.0,61.1,5.17,3.16,2,2,6,5.2
10965,1.19,56.0,61.6,6.83,4.22,1,6,7,6.87
10966,1.02,58.0,64.3,6.32,4.05,6,3,6,6.28
10967,0.53,56.0,60.6,5.33,3.21,2,4,1,5.27
10968,0.53,57.0,61.4,5.2,3.19,2,3,4,5.18
10969,0.33,57.0,61.6,4.45,2.73,2,4,4,4.41
10970,1.03,57.0,62.0,6.47,4.0,2,2,6,6.44
10971,0.3,55.0,63.8,4.28,2.72,6,4,4,4.25
10972,1.0,61.0,60.4,6.44,3.87,6,2,6,6.37
10973,1.01,62.0,60.5,6.46,3.92,1,2,6,6.5
10974,0.4,57.0,59.6,4.77,2.86,2,1,6,4.82
10975,2.39,60.0,62.2,8.51,5.29,3,7,5,8.49
10976,1.22,59.0,62.2,6.87,4.26,1,4,4,6.82
10977,1.07,58.0,61.9,6.53,4.05,1,1,6,6.57
10978,1.02,59.0,60.3,6.44,3.9,1,5,6,6.5
10979,1.51,55.0,62.8,7.29,4.59,2,5,6,7.32
10980,1.56,58.0,61.4,7.43,4.55,1,7,7,7.38
10981,1.06,58.0,60.0,6.61,3.98,1,5,4,6.65
10982,0.55,56.0,60.4,5.36,3.23,2,6,7,5.32
10983,1.05,57.0,63.5,6.43,4.07,3,4,7,6.39
10984,1.21,58.0,61.0,6.92,4.21,3,3,3,6.89
10985,0.32,55.0,61.8,4.36,2.71,2,3,2,4.41
10986,0.5,60.0,62.4,5.09,3.17,1,1,6,5.07
10987,0.5,59.0,62.6,5.05,3.15,3,2,3,5.02
10988,0.32,56.0,62.2,4.41,2.73,2,2,5,4.37
10989,1.14,57.0,62.6,6.63,4.18,2,5,7,6.72
10990,0.3,55.0,61.9,4.35,2.68,2,1,6,4.31
10991,0.42,56.0,61.6,4.83,2.98,2,3,3,4.85
10992,0.61,58.0,62.3,5.45,3.38,1,1,6,5.4
10993,0.41,55.0,62.1,4.78,2.96,2,2,4,4.75
10994,0.59,54.0,64.1,5.3,3.42,2,4,4,5.37
10995,0.53,56.0,61.5,5.18,3.2,2,2,5,5.23
10996,0.92,57.0,63.6,6.14,3.89,6,1,6,6.09
10997,0.34,57.0,61.4,4.53,2.77,2,3,2,4.5
10998,1.01,57.0,63.6,6.35,4.06,6,2,4,6.41
10999,1.09,62.0,61.2,6.58,4.04,1,5,7,6.63
11000,0.6,55.0,62.1,5.42,3.35,2,6,6,5.39
11001,2.01,63.0,62.2,7.93,4.96,3,5,7,8.01
11002,0.51,61.0,55.8,5.35,3.01,5,2,6,5.43
11003,0.3,58.0,61.5,4.28,2.64,1,5,3,4.3
11004,1.91,55.0,62.2,7.9,4.93,2,4,7,7.94
11005,0.95,60.0,58.8,6.38,3.77,1,5,7,6.45
11006,0.4,59.0,63.0,4.7,2.96,3,1,6,4.69
11007,1.03,56.0,62.5,6.45,4.04,2,2,7,6.48
11008,0.27,54.0,62.2,4.17,2.58,2,4,6,4.13
11009,0.35,59.0,59.1,4.59,2.72,1,4,1,4.62
11010,0.39,56.0,63.1,4.62,2.94,3,7,4,4.7
11011,0.91,61.0,58.2,6.41,3.77,1,3,7,6.58
11012,0.64,56.8,61.9,5.6,3.45,2,3,4,5.55
11013,0.41,55.0,61.7,4.78,2.94,2,2,4,4.75
11014,1.61,55.0,62.0,7.52,4.67,2,3,4,7.55
11015,1.56,60.0,60.2,7.52,4.51,1,4,4,7.47
11016,0.31,57.0,62.7,4.31,2.71,2,4,3,4.34
11017,0.26,59.0,62.3,4.06,2.54,1,5,4,4.1
11018,0.3,58.0,62.8,4.29,2.68,3,3,5,4.24
11019,0.5,62.0,61.5,5.06,3.12,1,2,6,5.09
11020,0.9,60.0,58.8,6.26,3.67,6,3,6,6.22
11021,0.9,60.0,59.2,6.22,3.67,5,2,6,6.17
11022,1.96,60.0,66.6,7.56,5.04,5,3,8,7.59
11023,0.51,57.0,62.0,5.13,3.17,2,6,4,5.1
11024,0.7,57.0,60.9,5.79,3.52,2,4,6,5.77
11025,0.3,56.0,63.7,4.26,2.72,6,3,4,4.28
11026,0.41,56.0,61.7,4.83,2.97,2,3,1,4.79
11027,1.01,57.0,62.0,6.43,3.98,2,5,7,6.4
11028,0.25,60.0,61.1,4.11,2.5,3,1,5,4.07
11029,0.26,59.0,62.6,4.09,2.55,3,2,2,4.06
11030,0.33,58.0,61.5,4.46,2.72,1,5,4,4.39
11031,0.31,55.1,61.7,4.39,2.7,2,7,4,4.36
11032,1.65,58.0,62.0,7.66,4.72,3,5,4,7.56
11033,0.3,57.0,62.8,4.22,2.66,2,5,3,4.25
11034,0.3,55.0,62.5,4.32,2.68,3,4,4,4.25
11035,0.3,54.0,63.0,4.27,2.7,2,5,6,4.3
11036,0.33,55.0,60.9,4.47,2.73,2,1,5,4.5
11037,1.03,58.0,61.5,6.55,3.99,3,2,4,6.43
11038,0.52,56.0,62.1,5.14,3.2,2,4,3,5.17
11039,0.35,57.0,61.5,4.52,2.79,2,1,2,4.55
11040,1.64,59.0,62.8,7.53,4.72,3,3,6,7.51
11041,1.51,54.0,62.8,7.27,4.58,2,6,6,7.31
11042,0.9,60.0,60.4,6.29,3.78,3,3,6,6.23
11043,1.23,55.9,62.1,6.85,4.24,2,5,7,6.82
11044,0.71,61.0,61.1,5.72,3.49,3,4,6,5.71
11045,0.58,54.0,62.2,5.39,3.34,2,6,6,5.35
11046,0.3,58.0,61.9,4.32,2.66,1,1,4,4.28
11047,2.25,59.0,62.8,0.0,0.0,1,5,7,0.0
11048,1.06,56.0,62.8,6.55,4.09,3,6,7,6.47
11049,0.72,55.0,62.4,5.75,3.6,2,3,4,5.78
11050,0.55,55.0,62.0,5.24,3.26,2,2,5,5.28
11051,1.24,58.0,62.0,6.88,4.25,2,6,6,6.83
11052,0.51,58.0,61.7,5.07,3.15,1,2,7,5.14
11053,1.63,58.0,61.7,7.51,4.64,1,6,6,7.54
11054,0.2,59.0,61.1,3.78,2.32,1,2,5,3.81
11055,1.32,57.0,63.5,6.92,4.38,3,5,6,6.88
11056,0.4,54.0,62.0,4.76,2.94,2,5,2,4.72
11057,0.5,57.0,61.6,5.12,3.14,2,7,5,5.08
11058,1.93,62.0,58.9,7.97,4.75,5,3,4,8.17
11059,0.43,59.0,61.3,4.84,2.96,3,3,5,4.81
11060,1.15,56.0,62.5,6.72,4.18,3,5,4,6.65
11061,0.56,56.0,61.7,5.31,3.26,3,2,5,5.25
11062,0.3,59.0,62.8,4.26,2.68,1,1,5,4.28
11063,1.08,61.0,61.5,6.55,4.05,1,4,4,6.62
11064,2.15,55.0,60.9,8.39,5.1,2,7,4,8.35
11065,1.16,61.0,61.2,6.74,4.14,1,3,7,6.77
11066,0.3,55.0,63.7,4.27,2.71,6,5,3,4.24
11067,0.3,54.0,61.9,4.36,2.69,2,4,2,4.33
11068,0.57,57.0,61.1,5.36,3.27,2,4,4,5.34
11069,0.51,56.0,62.5,5.09,3.19,1,4,7,5.12
